0,0,0,0,0,0,0
-0.5235983072,0.867848,0.416872,0.823132,-1.115998307,-0.09063530718,-0.7550293072
NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.3429,0.8382,0.54356,0.3148,0.264,0.0608,NaN
-0.4445,0.803275,0.1793875,0.1116,0.11795,0.0862,NaN
-0.29845,0.89535,0.1920875,0.1497,0.0989,0.1116,NaN
0.073025,0.930275,0.2111375,0.14335,0.13065,0.1497,NaN
0.1397,0.76835,0.1793875,0.1116,0.0989,0.0862,NaN
-0.37211,0.866775,-0.168275,0.18018,0.15605,0.0862,NaN
-0.13335,1.00965,-0.117475,0.2513,0.1751,0.1878,NaN
0.08255,0.90805,-0.155575,0.0735,0.0735,0.1116,NaN
0.14605,0.81915,-0.155575,0.0735,0.0735,0.1116,NaN
-0.28575,0.88265,-0.5222875,0.3021,0.3529,0.0735,NaN
0.13335,0.89535,-0.4778375,0.0735,0.0989,0.1624,NaN
-0.12303125,0.90249375,0.5102225,0.8053375,0.3925875,0.025875,NaN
-0.12303125,0.90249375,0.13335,0.8053375,0.3925875,0.025875,NaN
-0.12303125,0.90249375,-0.2143125,0.8053375,0.3925875,0.025875,NaN
-0.12303125,0.90249375,-0.561975,0.8053375,0.3925875,0.025875,NaN
-0.12303125,0.90249375,-0.9096375,0.8053375,0.3925875,0.025875,NaN
-0.5127625,0.7191375,-0.2413,0.025875,0.025875,1.6102,NaN
-0.5127625,1.101725,-0.2413,0.025875,0.025875,1.6102,NaN
0.282575,0.7191375,-0.2413,0.025875,0.025875,1.6102,NaN
0.282575,1.101725,-0.2413,0.025875,0.025875,1.6102,NaN
0.76835,0.05715,0.581025,0.137,0.137,0.3275,NaN
0.8763,0.2286,0.581025,0.137,0.137,0.3275,NaN
0.8255,0.38735,0.581025,0.3656,0.1751,0.3275,NaN
0.8048625,0.1285875,0.2270125,0.400525,0.775175,0.400525,NaN
0.8048625,0.127,0.7747,0.400525,0.772,0.0481,NaN
0.8048625,0.48895,0.5889625,0.400525,0.0481,0.343375,NaN
0.8048625,0.1254125,0.5889625,0.400525,0.025875,0.343375,NaN
0.8048625,-0.23495,0.5889625,0.400525,0.0481,0.343375,NaN
0,0,-0.4953,0.2132,0.2132,1.0006,NaN
